Dialogue_ID,split_group,Season,Episode,StartTime,EndTime,Speaker,Utterance,Emotion,Strategy,Utterance_ID,Frame_1,Frame_2,Frame_3,Frame_4,Frame_5,Frame_6,Frame_7,Frame_8,Frame_9,Frame_10,Frame_11,Frame_12,Audio
190,3,1,15,"00:17:12,279","00:17:18,745",Client,"Did you mean what does she look like? If one had to pick her out of a crowd, I'd say...",neutral,Advisement,12,,,,,,,,,,,,,
190,4,1,15,"00:17:21,487","00:18:24,248",Client,"God, you're such a stickler. Okay, She's thirty. She's... beautiful. Great smile... Inquisitive look in her eyes. Really sharp... Very smart... She's got this great laugh that just... Just bubbles up out of her. It comes from nowhere, like quicksilver. She's childish I'd say. No, not childish, childlike. Vulnerable. It makes you want to... hold her. She's fascinated with sex. Well, with the power of sex, as if she were a teenager who's just discovered it. Always, always makes reference to it. Vivid, sexual experiences that, I got to say, are very poetic, sometimes.",neutral,Advisement,15,,,,,,,,,,,,,
191,0,1,15,"00:18:31,854","00:19:03,353",Client,"She told me about a summer after her mother died. She was 15. And she went to live with this couple in San Diego, friends of her father. And she fell in love with this guy, much older than her. It was an escape, I think, from her father who was... really... depressed and sad, after the death of his wife. That can be pretty horrible, you know? A child taking care of a parent.",depression,Restatement,0,,,,,,,,,,,,,
191,1,1,15,"00:19:08,388","00:19:21,077",Client,"Nothing worse than a kid... playing parents... to a father or mother... It's unnatural. It reverses of the order of things, it's like... kind of death, I suppose.",depression,Interpretation,12,,,,,,,,,,,,,
191,2,1,15,"00:19:24,402","00:19:26,247",Client,You keep coming back to that.,depression,Interpretation,18,,,,,,,,,,,,,
191,3,1,15,"00:19:28,948","00:19:41,114",Client,"It's got nothing to do with my father. Laura's the one re-enacting, not me. Laura's re-enacting this... escape. Because that's what I am to her.",disgust,Open question,20,,,,,,,,,,,,,
191,4,1,15,"00:19:44,537","00:20:01,949",Client,"I've tried to explain it to her that... She's really making me into... another David. Not your David but... The older guy from that couple, that took her in. She wants me to be that guy... again.",depression,Open question,26,,,,,,,,,,,,,
191,5,1,15,"00:20:02,647","00:20:18,146",Client,"Well, God forbid... I should say anything you agree with, no matter how clearly I lay it out. Her attraction to me, her wanting to run away with me, there's something bigger that's... that's driving that impulse.",disgust,Open question,34,,,,,,,,,,,,,
191,6,1,15,"00:20:22,209","00:20:25,095",Client,What?,depression,Interpretation,40,,,,,,,,,,,,,
191,7,1,15,"00:20:25,326","00:20:29,688",Client,"God, you're so fixated on your pet theories. Everything has to...",disgust,Interpretation,42,,,,,,,,,,,,,
192,0,1,15,"00:20:36,248","00:21:01,217",Client,"Did I tell you that... That Kate is going to Rome next week with her insurance-agent boyfriend? She's the one that's running, not me. I told her: Fine, just get the hell out. I don't wanna, I... I don't want to look at you. We don't live together, anyway.",depression,Open question,0,,,,,,,,,,,,,
192,1,1,15,"00:21:02,113","00:21:15,732",Client,"I sleep in the office. During the day, we act like everything is fine, but at night, I'm... I'm on the couch.",depression,Open question,8,,,,,,,,,,,,,
192,2,1,15,"00:21:15,892","00:21:21,024",Client,Last four nights. I brought in my blankets and my clothes.,depression,Open question,13,,,,,,,,,,,,,
192,3,1,15,"00:21:24,608","00:23:12,807",Client,"Rosie didn't come home on Tuesday. Said she'd be back late, but... In the morning, she wasn't there. She said she slept over at some friend's. Ian had a week off from college. He didn't even call, didn't come back. Got back after work yesterday and Kate announced that... you know, Hey, I'm going out. I said, Fine, do whatever you want. So... I went to make dinner and... There's no food in the kitchen. I went to the fridge, I look in... Nothing. Not even an egg. Max and I ordered pizzas, then I put him to bed. I was gonna sleep in the office, then I thought: What if something happens? You know? He's upstairs by himself, he's all alone. I... couldn't bring myself to sleep in that bedroom. Not even for his sake. I find that bedroom kind of... repulsive. I was asleep for while. I don't know what time it was, and... I wake up and I hear this voice saying, Daddy. And Max is there, you know, just standing at the door. He asked me if I could sleep with him and... I said, Sure. He hasn't done that since he was 5 years old. My guess, that's the answer to your question: is the kids know everything. Anyway, she's leaving in 3 days, and... Probably for the best, really.",depression,Open question,16,,,,,,,,,,,,,
192,4,1,15,"00:23:13,047","00:23:17,432",Client,It's not for the best. It's a nightmare.,disgust,Interpretation,49,,,,,,,,,,,,,
192,7,1,15,"00:23:28,768","00:23:31,296",Client,I wanted my wife to leave me for a salesman?,disgust,Interpretation,54,,,,,,,,,,,,,
192,8,1,15,"00:23:33,552","00:23:38,301",Client,"Convenient? She's flying to Rome to fuck an insurance salesman, for Christ's sake!",disgust,Open question,56,,,,,,,,,,,,,
192,9,1,15,"00:23:38,487","00:23:58,561",Client,"I don't know. He's a... runs an employment agency or something. What am I supposed to do? Chain her to the bed? Track every move she makes, like that guy I have in therapy, Jake? Or Alex who, you know, whose wife grinds her teeth in her sleep and... wakes up the next day and says, The marriage is over, I'm leaving.",disgust,Restatement,59,,,,,,,,,,,,,
192,10,1,15,"00:24:00,834","00:24:08,738",Client,"My wife is running off but... apparently, it's not my wife, really it's me. According to you. Since I'm my father, it must be me.",anger,Restatement,67,,,,,,,,,,,,,
193,0,1,15,"00:20:36,248","00:21:01,217",Client,"Did I tell you that... That Kate is going to Rome next week with her insurance-agent boyfriend? She's the one that's running, not me. I told her: Fine, just get the hell out. I don't wanna, I... I don't want to look at you. We don't live together, anyway.",depression,Open question,0,,,,,,,,,,,,,
193,1,1,15,"00:21:02,113","00:21:15,732",Client,"I sleep in the office. During the day, we act like everything is fine, but at night, I'm... I'm on the couch.",depression,Open question,8,,,,,,,,,,,,,
193,2,1,15,"00:21:15,892","00:21:21,024",Client,Last four nights. I brought in my blankets and my clothes.,depression,Open question,13,,,,,,,,,,,,,
193,3,1,15,"00:21:24,608","00:23:12,807",Client,"Rosie didn't come home on Tuesday. Said she'd be back late, but... In the morning, she wasn't there. She said she slept over at some friend's. Ian had a week off from college. He didn't even call, didn't come back. Got back after work yesterday and Kate announced that... you know, Hey, I'm going out. I said, Fine, do whatever you want. So... I went to make dinner and... There's no food in the kitchen. I went to the fridge, I look in... Nothing. Not even an egg. Max and I ordered pizzas, then I put him to bed. I was gonna sleep in the office, then I thought: What if something happens? You know? He's upstairs by himself, he's all alone. I... couldn't bring myself to sleep in that bedroom. Not even for his sake. I find that bedroom kind of... repulsive. I was asleep for while. I don't know what time it was, and... I wake up and I hear this voice saying, Daddy. And Max is there, you know, just standing at the door. He asked me if I could sleep with him and... I said, Sure. He hasn't done that since he was 5 years old. My guess, that's the answer to your question: is the kids know everything. Anyway, she's leaving in 3 days, and... Probably for the best, really.",depression,Open question,16,,,,,,,,,,,,,
193,4,1,15,"00:23:13,047","00:23:17,432",Client,It's not for the best. It's a nightmare.,disgust,Interpretation,49,,,,,,,,,,,,,
193,7,1,15,"00:23:28,768","00:23:31,296",Client,I wanted my wife to leave me for a salesman?,disgust,Interpretation,54,,,,,,,,,,,,,
193,8,1,15,"00:23:33,552","00:23:38,301",Client,"Convenient? She's flying to Rome to fuck an insurance salesman, for Christ's sake!",disgust,Open question,56,,,,,,,,,,,,,
193,9,1,15,"00:23:38,487","00:23:58,561",Client,"I don't know. He's a... runs an employment agency or something. What am I supposed to do? Chain her to the bed? Track every move she makes, like that guy I have in therapy, Jake? Or Alex who, you know, whose wife grinds her teeth in her sleep and... wakes up the next day and says, The marriage is over, I'm leaving.",disgust,Restatement,59,,,,,,,,,,,,,
193,10,1,15,"00:24:00,834","00:24:08,738",Client,"My wife is running off but... apparently, it's not my wife, really it's me. According to you. Since I'm my father, it must be me.",anger,Restatement,67,,,,,,,,,,,,,
194,8,1,15,"00:24:43,012","00:24:44,148",Client,Why would I want that?,depression,Interpretation,8,,,,,,,,,,,,,
194,9,1,15,"00:24:47,245","00:24:48,589",Client,Unconscious...,depression,Interpretation,10,,,,,,,,,,,,,
194,10,1,15,"00:24:54,176","00:24:55,534",Client,Where did that come from?,depression,Approval,12,,,,,,,,,,,,,
194,15,1,15,"00:25:12,167","00:25:14,255",Client,But isn't that what the sessions are for?,depression,Interpretation,18,,,,,,,,,,,,,
194,19,1,15,"00:25:25,091","00:25:35,156",Client,"Yeah, I'm gonna run off to the Caribbean and... I'm gonna be sipping cocktails with Laura, and scuba diving. I mean, what on earth are you on about? I just took on 3 more new patients.",depression,Restatement,23,,,,,,,,,,,,,
194,23,1,15,"00:25:51,333","00:25:52,165",Client,What?,anger,Interpretation,30,,,,,,,,,,,,,
194,31,1,15,"00:26:26,584","00:26:29,304",Client,"You know, I don't even want to say to that.",neutral,Interpretation,39,,,,,,,,,,,,,
195,0,1,15,"00:26:30,168","00:27:39,215",Client,"I mean, what... are you doing? Is this what you call help? 'cause that's why I came here. I came here for you to help me. I keep saying this. But through some misguided line of reasoning, through some narcissistic... need of yours to save the day, to put yourself at the front and the center, we've ended up here. In this same place... just to confirm that you, Gina, are right. As always. Maybe I misjudged you, I don't know. I thought you were better than this. You know, I've got to say you really sometimes are so infuriating. The way you keep coming back to your pet theories. My father... Kate... I guess I'd better go.",neutral,Communication Skills,0,,,,,,,,,,,,,
195,1,1,15,"00:27:40,543","00:27:42,815",Client,You too.,depression,Communication Skills,17,,,,,,,,,,,,,
196,2,1,16,"00:02:08,728","00:02:12,261",Client,"No, it started in the kitchen. Are you listening to me?",neutral,Communication Skills,2,,,,,,,,,,,,,
196,3,1,16,"00:02:14,533","00:02:32,238",Client,"I said I wanted to do it right there on the counter. So when he picked me up, I thought, okay, but no, he took me into the bedroom and he. Put me down ever so gently like I was, I don't know, a porcelain vase or something. Everything was very cautious, hesitant. Like he didn't know what to do.",neutral,Interpretation,5,,,,,,,,,,,,,
196,4,1,16,"00:02:35,541","00:03:39,183",Client,"Yeah, he kept telling me he hasn't done it with anyone but his wife for 10 years, and hardly then. It was very sweet, actually. He imitated me. He did everything I did. I took off his shirt, he took off my shirt. I told him he has a fantastic body, because he does, and he goes, so do you. At one point, he strokes my hair and he asks me what kind of shampoo I use. Can you believe this? We're lying there, face to face, petting each other like high school kids. Anyway, I get sick of it, so I say to myself, maybe he's waiting for a signal. You know, maybe he wants me to lead. Maybe if I start doing something, you know, things will finally get moving. So I went down on him. Everything was so proper. I didn't want proper. I just wanted him to fuck, without all the bullshit about my shampoo and my beautiful breasts and my excellent taste in curtains.",neutral,Open question,13,,,,,,,,,,,,,
196,5,1,16,"00:03:48,670","00:03:49,847",Client,What? The blowjob?,neutral,Communication Skills,35,,,,,,,,,,,,,
196,6,1,16,"00:03:52,977","00:03:53,922",Client,Of course.,joy,Communication Skills,37,,,,,,,,,,,,,
197,0,1,16,"00:04:00,929","00:04:11,153",Client,"But you know what? He doesn't like sex. You know what I mean? He doesn't really like it. It's like he's carrying out an assignment, a mission, like a pilot.",joy,Open question,0,,,,,,,,,,,,,
197,1,1,16,"00:04:13,359","00:05:08,748",Client,"You know those air force guys that mark tally points on the wings of their fighter jet to keep track of how many planes they've shot down? It was like that, like he was keeping score. I mean, he didn't even touch me while he was going at it. He was just, you know, leaning on his elbows as if he didn't want any connection between us... Except where necessary. And I kept trying to bring my face closer to his to kiss him and he just... Kept pulling his face away... As if he couldn't stand me. And that was it. It was very fast. Two minutes, more or less, and then he came. And then he went straight the bathroom and I just laid there in shock. I mean, he didn't even ask me how it was, if I was okay or not. Nothing. Anyway, I made myself come.",joy,Open question,5,,,,,,,,,,,,,
197,2,1,16,"00:05:09,069","00:05:11,326",Client,"No, when he got back.",neutral,Open question,23,,,,,,,,,,,,,
198,0,1,16,"00:05:13,757","00:06:37,307",Client,"I had to. I mean, I hate to be left high and dry. He was just lying conducting dialogue, the ceiling or maybe with his wife, or maybe with you, and he looked so fucking sexy. So I. I climbed on top of his leg. I thought he'd get the hint and he'd start something. But nothing. So I just kept going... Riding his thigh. It felt good. And then I was overwhelmed with this sadness for him. He broke my heart, this guy. He's fragile, really. That's what he is. I don't think he could tell what I was thinking. I was completely in my own head, and I was thinking to myself, shit, this is gonna be the saddest orgasm of my life. Here I am riding this hot, sad guy's thigh. I was expecting something pitiful and measly, right? But no. A volcano is a cliche, but that's what it was. It was like 10 orgasms exploding at once. It's hard to describe. But I screamed-- I did, I screamed and I think I scared him. You would have been really proud of me.",joy,Open question,0,,,,,,,,,,,,,
198,1,1,16,"00:06:40,909","00:06:51,846",Client,"I mean, as my therapist. You know, that I finally... Connected with myself. Doesn't happen very often.",neutral,Open question,28,,,,,,,,,,,,,
199,0,1,16,"00:07:01,606","00:07:13,387",Client,"I'm sorry. That was a bit revealing. But you must be used to it. You know, hearing confessions like that, it probably doesn't impress you anymore.",neutral,Approval,0,,,,,,,,,,,,,
199,1,1,16,"00:07:15,792","00:07:17,252",Client,Really? What sort of impression?,neutral,Interpretation,5,,,,,,,,,,,,,
199,4,1,16,"00:07:26,794","00:07:27,932",Client,Excuse me?,anger,Interpretation,9,,,,,,,,,,,,,
199,5,1,16,"00:07:32,551","00:07:40,765",Client,"He's a great guy, okay? A little fucked up, a little insecure in bed, maybe, but he's got potential. I think I'm gonna have a terrific affair with him.",anger,Interpretation,11,,,,,,,,,,,,,
199,8,1,16,"00:07:50,990","00:07:53,171",Client,Are you saying that I did this to get back at you?,neutral,Restatement,17,,,,,,,,,,,,,
199,11,1,16,"00:08:09,237","00:08:10,815",Client,"It's not the same thing, Paul.",neutral,Open question,21,,,,,,,,,,,,,
199,16,1,16,"00:08:22,998","00:08:33,874",Client,"Paul, if there's one thing that I put right out there, without hinting or manipulation, is that I've wanted you. So I don't need to fuck another man just to get my message across.",anger,Interpretation,27,,,,,,,,,,,,,
200,2,1,16,"00:08:46,868","00:08:48,778",Client,His loneliness. He's a sad guy.,depression,Open question,2,,,,,,,,,,,,,
200,3,1,16,"00:08:52,426","00:08:53,854",Client,"No, I felt horny.",neutral,Open question,4,,,,,,,,,,,,,
200,4,1,16,"00:08:57,277","00:08:58,931",Client,What are you trying to get at here?,disgust,Interpretation,6,,,,,,,,,,,,,
200,6,1,16,"00:09:08,795","00:09:11,861",Client,"Are you saying that when I was fucking Alex, I was actually fucking you?",disgust,Open question,9,,,,,,,,,,,,,
200,7,1,16,"00:09:11,881","00:09:13,405",Client,Don't flatter yourself.,disgust,Interpretation,11,,,,,,,,,,,,,
200,10,1,16,"00:09:32,330","00:09:41,866",Client,I'm tired. I'm really so tired.,depression,Interpretation,15,,,,,,,,,,,,,
201,0,1,16,"00:09:56,549","00:10:06,528",Client,"So, after Alex left, I couldn't fall asleep. I suddenly had this incredible craving for cheesecake.",depression,Restatement,0,,,,,,,,,,,,,
201,1,1,16,"00:10:10,120","00:10:34,246",Client,"You know those amazingly fluffy cheesecakes with that amazing smell? Well, my mother used to bake those. Every friday afternoon, after I finished playing with my friends, I used to come home and that smell. It was intoxicating. It was like a trail of scent paving my way home, like a cartoon character.",joy,Restatement,6,,,,,,,,,,,,,
202,0,1,16,"00:10:37,814","00:11:51,728",Client,"Then my mother got sick. The cancer was only stage one at that point when they found it. But when she started chemo, she stopped baking. You know, she was tired. She, she had no energy. And that was the first sign. The first sign that something really big was about to happen. And when she was really sick, I used to find myself roaming the halls of the apartment building, climbing up and down the stairs, searching for that smell of cheesecake. Shit, how corny is that? And once I rember a woman coming out of her apartment and she, thank you. And she saw me standing out there. She didn't know who I was. She must have been new to the building. And she was yelling at me, Go away, go on, go home. What are you doing, standing out here, just...",depression,Open question,0,,,,,,,,,,,,,
202,2,1,16,"00:12:06,358","00:12:28,967",Client,"I don't know. I searched... through my whole apartment looking for a recipe but... Not that that would have done any good. My fridge is completely empty. I thought about going out to get a piece, but it was 3:00 a.m., so I just gave up and went to sleep.",sadness,Open question,21,,,,,,,,,,,,,
203,0,1,16,"00:12:29,820","00:12:42,691",Client,"Only then the phone rang and it was Alex, he called to... thank me, tell me that he had an amazing time with me and that he wants to see me again. Go figure, huh? He's supposed to pick me up from here pretty soon.",disgust,Open question,0,,,,,,,,,,,,,
203,1,1,16,"00:12:44,797","00:12:46,547",Client,"Yeah, that's what he said.",depression,Open question,6,,,,,,,,,,,,,
203,3,1,16,"00:12:52,971","00:12:54,521",Client,Andrew and I split up.,depression,Open question,9,,,,,,,,,,,,,
203,4,1,16,"00:12:55,166","00:13:03,868",Client,For good. And it is for good. He's a nice guy. He'll make a nice husband for someone who deserves him.,depression,Open question,11,,,,,,,,,,,,,
203,5,1,16,"00:13:05,870","00:14:01,454",Client,"I nearly fuck guys in bathroom stalls, as you very kindly reminded me. I just couldn't stand up there in front of everyone, promise to... Well, I just shouldn't ever make promises. I promise not to make any more promises. How's that? So I told him that... I'm sorry, but I can't marry you. I am incapable of being the woman you want, the kind of woman you deserve. I put it all on me. Well, 'cause it is all me. And he looked at me and he said: Thank you, Laura. Thank you. God exists. It's a fact. He's made me realize who and what you are, and He's saved me from a long, endless death with you. Flattering, no?",disgust,Interpretation,15,,,,,,,,,,,,,
203,7,1,16,"00:14:03,328","00:14:06,076",Client,I don't care how he feels.,anger,Interpretation,32,,,,,,,,,,,,,
204,0,1,16,"00:14:03,328","00:14:06,076",Client,I don't care how he feels.,anger,Restatement,0,,,,,,,,,,,,,
204,1,1,16,"00:14:07,932","00:14:10,818",Client,"Not now, I don't feel like talking about Andrew's side of the story.",anger,Open question,2,,,,,,,,,,,,,
204,2,1,16,"00:14:11,068","00:14:20,303",Client,"Because I'm the one in therapy here. Andrew has his own therapist. She'll take care of him. Don't worry about him, worry about me.",anger,Self-disclosure,4,,,,,,,,,,,,,
204,3,1,16,"00:14:22,072","00:14:24,847",Client,You're kicking me out of therapy.,anger,Interpretation,8,,,,,,,,,,,,,
204,5,1,16,"00:14:24,967","00:14:43,437",Client,"Don't sugarcoat it. You even tried to blame it on me. You made up the most ridiculous case as to why I was late. It was nasty, a bullshit excuse. Instead of leveling with me and saying: Listen, I've feelings for you too, it's hard for me to deal with. Instead of figuring it out so we could continue therapy, so we could...",anger,Restatement,11,,,,,,,,,,,,,
204,6,1,16,"00:14:45,579","00:14:57,365",Client,"We've been together for a year, Paul. A year. There is more intimacy between us than most couples in the world. Isn't that right?",anger,Self-disclosure,19,,,,,,,,,,,,,
204,7,1,16,"00:15:00,040","00:15:07,512",Client,A certain intimacy... Intimacy-like... Cut the crap. Is there intimacy here or not?,anger,Self-disclosure,24,,,,,,,,,,,,,
205,0,1,16,"00:15:23,980","00:15:53,463",Client,"And now you're willing to throw that all away. And why? Because you're scared? I know that as a therapist, you tell yourself it's part of therapy to find out why I'm in love with you and how that's linked to my past and all that. But isn't that always the way it works? Doesn't our past always determine who we fall in love with? What if you can trace it back to the withholding mother, the narcissistic father, the parent who's missing in action. Does that make our love any less real?",depression,Interpretation,0,,,,,,,,,,,,,
205,2,1,16,"00:15:56,179","00:16:40,109",Client,"I know that. I know you can delude yourself into think... Only I am not deluded. Not about you, not about how I feel about you, why I feel it. There's always got to be an explanation, but that I feel it is irrefutable. I don't know how to convince you anymore. I mean, you think that I've imagined this fairy tale, this... happily-ever-after. That I've idealized you. You think this is a case of a miserable patient sitting in front of her... her therapist imaging that you're my superman... Perfect, savior, mentor. I don't see you that way at all.",anger,Open question,12,,,,,,,,,,,,,
205,3,1,16,"00:16:42,480","00:16:48,505",Client,I see you the way you are... Your imperfections.,neutral,Open question,25,,,,,,,,,,,,,
206,0,1,16,"00:16:51,325","00:17:19,122",Client,"You're not at ease with your body, with your profession, with who you've become. I don't know much about your life, but I... I imagine you're not happy at home. Something in you is restless, damaged. There's a yearning there, and I know it when I see it. And I want you just the way you are... Damaged and restless, yearning... Warts and all.",neutral,Open question,0,,,,,,,,,,,,,
206,1,1,16,"00:17:22,119","00:17:24,426",Client,"God, you can be such a fucking prick when you wannabe.",disgust,Restatement,10,,,,,,,,,,,,,
206,2,1,16,"00:17:37,036","00:17:39,294",Client,"You know, next month I'll be 30.",depression,Restatement,12,,,,,,,,,,,,,
207,0,1,16,"00:17:40,701","00:17:52,198",Client,And I've been thinking to myself... I've hated myself for 30 years. It's enough. I don't want to anymore.,depression,Open question,0,,,,,,,,,,,,,
207,1,1,16,"00:17:57,237","00:18:00,256",Client,You're surprised?,neutral,Self-disclosure,4,,,,,,,,,,,,,
207,2,1,16,"00:18:00,532","00:18:02,782",Client,I guess you save the best for last.,joy,Restatement,6,,,,,,,,,,,,,
207,4,1,16,"00:18:07,858","00:18:12,072",Client,I don't know. You're surprised? It's something people realize after an hour.,neutral,Self-disclosure,9,,,,,,,,,,,,,
207,6,1,16,"00:18:19,202","00:18:24,906",Client,Maybe you should try and find out why it's so hard for you. Maybe you should see someone.,neutral,Approval,13,,,,,,,,,,,,,
207,13,1,16,"00:18:48,821","00:18:50,866",Client,Haven't you ever hated yourself?,neutral,Open question,22,,,,,,,,,,,,,
208,0,1,16,"00:18:48,821","00:18:50,866",Client,Haven't you ever hated yourself?,neutral,Self-disclosure,0,,,,,,,,,,,,,
208,10,1,16,"00:19:27,956","00:19:29,106",Client,Was she sick?,neutral,Self-disclosure,11,,,,,,,,,,,,,
208,17,1,16,"00:19:53,801","00:19:55,329",Client,But you know that's not true.,neutral,Self-disclosure,19,,,,,,,,,,,,,
209,0,1,16,"00:20:01,089","00:20:02,939",Client,Have you forgiven yourself?,neutral,Self-disclosure,0,,,,,,,,,,,,,
209,2,1,16,"00:20:08,996","00:20:16,640",Client,How does that feel? I mean really. I'm curious.,neutral,Self-disclosure,3,,,,,,,,,,,,,
209,8,1,16,"00:20:38,917","00:20:44,467",Client,Maybe that's why you became a psychologist... To help others with their burdens.,joy,Communication Skills,11,,,,,,,,,,,,,
209,9,1,16,"00:20:51,456","00:21:04,148",Client,So you're a product of your past too. Will that be cash or check?,joy,Communication Skills,14,,,,,,,,,,,,,
209,10,1,16,"00:21:05,037","00:21:11,549",Client,"Sure. Anyway, I know where you live.",joy,Communication Skills,17,,,,,,,,,,,,,
210,1,1,17,"00:02:01,517","00:02:04,813",Client,What do you mean?,neutral,Interpretation,1,,,,,,,,,,,,,
210,2,1,17,"00:02:07,119","00:02:08,669",Client,What are you trying to say?,neutral,Interpretation,3,,,,,,,,,,,,,
210,5,1,17,"00:02:16,772","00:02:25,203",Client,"Relax, okay? It's just the way my mother raised me. I don't know what it's like with you people. I don't like charity, so I like to pay for what I get.",neutral,Self-disclosure,7,,,,,,,,,,,,,
210,6,1,17,"00:02:28,554","00:02:50,727",Client,"Listen, let's not make a big deal out of this, okay? You want me to admit that this therapy is worthwhile? Okay, I'll admit it: this therapy is changing my life. Happy? Can we drop it now? Like today, how many patients already?",neutral,Open question,12,,,,,,,,,,,,,
210,7,1,17,"00:02:50,857","00:03:03,815",Client,"Cause I wanna know what kind of money you make. Let's say you have 8 patients a day, times 5 days a week, $150 a pop. It's pretty good living there, doc. $24 grand a month.",neutral,Open question,19,,,,,,,,,,,,,
210,8,1,17,"00:03:04,345","00:03:06,561",Client,What?,neutral,Structuring the therapy,25,,,,,,,,,,,,,
210,16,1,17,"00:03:34,327","00:03:35,613",Client,Did I offend you?,neutral,Self-disclosure,34,,,,,,,,,,,,,
210,22,1,17,"00:03:53,753","00:03:58,180",Client,"Do you want me to tell you why I was early, or do you wanna just go on and on with your theories?",depression,Communication Skills,41,,,,,,,,,,,,,
211,0,1,17,"00:04:03,630","00:05:28,434",Client,"I went to the base today. I thought I'd pop over before my session here and say hello to my boys. When I got to the gate, I realized I forgot my id. Now usually that's not a big deal. But there's a new grunt at the gate... Some real... okie from Muskogee. I told him, look, call the base commander and tell him that lieutenant Prince is here. So he goes in the booth, calls, comes back a minute later, and he says I'm not on the approved list. Now of course this is a real sensitive issue these days, as you can imagine. Still I said, To hell with the list. This is what you do: you call Dana the secretary, tell her to talk to the commander, and you tell him that lieutenant Alex Prince Jr. is waiting at the gate. So he goes in, he calls, he comes back, and he says... He says, I'm sorry, but the commander is in a meeting. Now maybe he was in a meeting and he couldn't be disturbed. Or maybe they were stuffing their faces with doughnuts. Or maybe he just didn't give a fuck. I don't know. I told that guard, I said, Look, you tell Dana if she took the commander's cock out of her fucking mouth once in a while, then maybe she could hear better. Man, I was this close to knocking that motherfucker out. Anyway, I didn't get in so I left. And that is why I got here early.",depression,Approval,0,,,,,,,,,,,,,
211,2,1,17,"00:05:37,998","00:05:49,044",Client,"No, it's bullshit. Now I gotta come and deal with this? I got you coming at me like this? That was the tip of the iceberg. My shitty week started on saturday.",disgust,Restatement,29,,,,,,,,,,,,,
211,3,1,17,"00:05:53,525","00:05:59,502",Client,"Okay, we're gonna pretend here. All right. We can pretend. You know what happened.",disgust,Open question,33,,,,,,,,,,,,,
211,4,1,17,"00:06:03,574","00:06:05,795",Client,I wish you would've warned me about Laura last week.,depression,Open question,37,,,,,,,,,,,,,
212,0,1,17,"00:06:03,574","00:06:32,511",Client,"I wish you would've warned me about Laura last week. It would have saved us both a lot of heartache. I slept with her, okay? With Laura. That's what happened on saturday. But I'm sure you got a full play-by-play from her already. Did she or did she not talk to you about it?",depression,Structuring the therapy,0,,,,,,,,,,,,,
212,1,1,17,"00:06:36,190","00:06:40,561",Client,"Now what is that? Code language for she did discuss it, but you won't tell me?",disgust,Structuring the therapy,8,,,,,,,,,,,,,
212,2,1,17,"00:06:50,593","00:07:19,170",Client,"It was pretty weird. She called to ask me if I wanted to come over for dinner. No problem, right? So when I got to her place, I looked at her. I looked at how she was dressed. I looked at the table. I looked at the wine. And... I realized that dinner was obviously just a code name for sex. This whole thing was like a ritual.",depression,Restatement,11,,,,,,,,,,,,,
212,3,1,17,"00:07:20,990","00:07:22,701",Client,"Yeah, and all the rules.",depression,Restatement,21,,,,,,,,,,,,,
213,0,1,17,"00:07:22,831","00:07:36,063",Client,"First, of course, there's the meal. She doesn't look like a cook, right? But she made a big effort. For starters, she prepared her own sushi... California rolls. They weren't that great actually.",depression,Open question,0,,,,,,,,,,,,,
213,1,1,17,"00:07:38,175","00:07:49,003",Client,"It was just for show. Don't you get it? That's the problem nowadays, everything's for show. If you wanna make sushi, take a fucking course. Go to a real japanese grocery. Don't make it with uncle Ben's rice and imitation crabmeat.",depression,Communication Skills,6,,,,,,,,,,,,,
213,3,1,17,"00:07:53,237","00:08:02,563",Client,"Of course not, no. The dinner was just a lead up to us getting in bed. I told you that. It didn't really matter.",depression,Open question,13,,,,,,,,,,,,,
213,4,1,17,"00:08:08,526","00:08:27,853",Client,"Yeah, but... it has nothing to do with wanting anything. It was all premeditated. It was like a mating ritual, like the masai tribe in Tanzania, but for yuppies. Anyway, so we got up from the table, we went to her bedroom and had sex. And that's what happened on saturday.",depression,Interpretation,18,,,,,,,,,,,,,
213,10,1,17,"00:08:50,037","00:08:54,928",Client,But you know what happened. So why do you have to hear it from me?,depression,Open question,30,,,,,,,,,,,,,
214,0,1,17,"00:08:50,037","00:08:54,928",Client,But you know what happened. So why do you have to hear it from me?,depression,Interpretation,0,,,,,,,,,,,,,
214,6,1,17,"00:08:50,037","00:08:54,928",Client,But you know what happened. So why do you have to hear it from me?,depression,Interpretation,8,,,,,,,,,,,,,
214,9,1,17,"00:09:07,105","00:09:18,053",Client,The sex? The sex is all that anyone wants to talk about. But is it really as important as you people make it out to be?,depression,Communication Skills,13,,,,,,,,,,,,,
214,10,1,17,"00:09:20,656","00:09:29,799",Client,"I know that's what it says in all your textbooks. I know that. But I ask myself, Is it really the key to everything? Or is it just the simplest answer?",depression,Interpretation,17,,,,,,,,,,,,,
214,12,1,17,"00:09:38,507","00:09:45,382",Client,"Okay, I'll tell you what happened. Otherwise you won't feel like you're doing your job, right?",neutral,Interpretation,22,,,,,,,,,,,,,
215,0,1,17,"00:09:49,287","00:09:58,016",Client,"But before I start, there's something I've gotta know. Did you ever jerk off to anything a patient told you?",neutral,Open question,0,,,,,,,,,,,,,
215,1,1,17,"00:10:00,289","00:10:11,018",Client,"Come on. Come on, you must hear some crazy stories from women... Explicit shit, fantasies. Did you ever jerk off afterwards?",joy,Restatement,4,,,,,,,,,,,,,
